average_rating,cast_1,cast_2,cast_3,cast_4,cast_5,country,director,genres,language,letterboxd_uri,poster_url,runtime,studio,synopsis,title,watched_by,year
3.76,Taron Egerton (Gary 'Eggsy' Unwin),Colin Firth (Harry Hart / Galahad),Samuel L. Jackson (Valentine),Mark Strong (Merlin),Sophie Cookson (Roxy),UK,Matthew Vaughn,"Action, Comedy, Crime, Adventure",English,https://boxd.it/6dxe,https://a.ltrbxd.com/resized/sm/upload/hq/ob/tz/ns/uRHdkM871YJQDl3ux3ulCQw7BfV-1200-1200-675-675-crop-000000.jpg?v=8ab7014b42,129,"20th Century Fox, Marv, Cloudy Productions, TSG Entertainment",The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,Kingsman: The Secret Service,"Reid, Zach",2014
3.43,Craig T. Nelson (Bob Parr / Mr. Incredible (voice)),Holly Hunter (Helen Parr / Elastigirl (voice)),Sarah Vowell (Violet Parr (voice)),Huck Milner (Dashiell 'Dash' Parr (voice)),Catherine Keener (Evelyn Deavor (voice)),USA,Brad Bird,"Family, Action, Animation, Adventure",English,https://boxd.it/7IPg,https://a.ltrbxd.com/resized/sm/upload/u6/w5/rp/m6/incredibles-2-1200-1200-675-675-crop-000000.jpg?v=9022dfad06,118,Pixar,"Elastigirl springs into action to save the day, while Mr. Incredible faces his greatest challenge yet – taking care of the problems of his three children.",Incredibles 2,"Reid, Zach",2018
3.28,Letitia Wright (Shuri),Tenoch Huerta Mejía (Namor),Lupita Nyong'o (Nakia),Danai Gurira (Okoye),Winston Duke (M'Baku),USA,Ryan Coogler,"Science Fiction, Adventure, Action",English,https://boxd.it/igPu,https://a.ltrbxd.com/resized/sm/upload/3j/c8/w0/ot/black-1200-1200-675-675-crop-000000.jpg?v=56479a660b,162,Marvel Studios,"Queen Ramonda, Shuri, M’Baku, Okoye and the Dora Milaje fight to protect their nation from intervening world powers in the wake of King T’Challa’s death. As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia and Everett Ross and forge a new path for the kingdom of Wakanda.",Black Panther: Wakanda Forever,"Reid, Zach",2022
3.85,Chris Pratt (Emmet Brickowski (voice)),Elizabeth Banks (Wyldstyle / Lucy (voice)),Will Ferrell (Lord Business / President Business / The Man Upstairs),Morgan Freeman (Vitruvius (voice)),Will Arnett (Batman / Bruce Wayne (voice)),USA,"Phil Lord, Christopher Miller","Family, Fantasy, Comedy, Animation, Adventure",English,https://boxd.it/4pDO,https://a.ltrbxd.com/resized/alternative-backdrop/1/0/5/1/8/8/tmdb/d4zaHEoI1yrpeQxBkulo8H9FEQP-1200-1200-675-675-crop-000000.jpg?v=500c7e755c,100,"Lin Pictures, Vertigo Entertainment, Village Roadshow Pictures, LEGO, Animal Logic, Warner Animation Group, RatPac Entertainment","An ordinary Lego mini-figure, mistakenly thought to be the extraordinary MasterBuilder, is recruited to join a quest to stop an evil Lego tyrant from conquering the universe.",The Lego Movie,"Reid, Zach",2014
3.45,Jesse Eisenberg (J. Daniel Atlas),Woody Harrelson (Merritt McKinney),Isla Fisher (Henley Reeves),Dave Franco (Jack Wilder),Mark Ruffalo (Dylan Rhodes),USA,Louis Leterrier,"Thriller, Crime",English,https://boxd.it/2Bsu,https://a.ltrbxd.com/resized/sm/upload/1e/fs/rb/zd/now-you-see-me-1200-1200-675-675-crop-000000.jpg?v=01bf194003,116,"Summit Entertainment, K/O Paper Products, SOIXAN7E QUIN5E, See Me Louisiana",An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.,Now You See Me,"Reid, Zach",2013
3.63,Jonah Hill (Schmidt),Channing Tatum (Jenko),Brie Larson (Molly Tracey),Dave Franco (Eric Molson),Rob Riggle (Mr. Walters),USA,"Phil Lord, Christopher Miller","Crime, Action, Comedy",English,https://boxd.it/J0,https://a.ltrbxd.com/resized/sm/upload/ok/d4/o0/dt/21-jump-street-1200-1200-675-675-crop-000000.jpg?v=e7921fa224,109,"Columbia Pictures, Relativity Media, Original Film, Metro-Goldwyn-Mayer, Stephen J. Cannell Productions, SJC Studios","When cops Schmidt and Jenko join the secret Jump Street unit, they use their youthful appearances to go undercover as high school students. They trade in their guns and badges for backpacks, and set out to shut down a dangerous drug ring. But, as time goes on, Schmidt and Jenko discover that high school is nothing like it was just a few years earlier -- and, what's more, they must again confront the teenage terror and anxiety they thought they had left behind.",21 Jump Street,"Reid, Zach",2012
4.16,Ming-Na Wen (Mulan (voice)),Eddie Murphy (Mushu (voice)),BD Wong (Shang (voice)),Miguel Ferrer (Shan-Yu (voice)),Harvey Fierstein (Yao (voice)),USA,"Tony Bancroft, Barry Cook","Family, Animation, Adventure",English,https://boxd.it/1VFw,https://a.ltrbxd.com/resized/sm/upload/tv/n8/6j/2r/mulan-1200-1200-675-675-crop-000000.jpg?v=f2d920b44b,88,"Walt Disney Feature Animation, Walt Disney Pictures","When Imperial China calls one man from every family to defend the empire from invading Huns, a young woman disguises herself as a soldier to take her ailing father’s place. Facing ruthless invaders, brutal training, and the risk of execution if discovered, she must decide who she truly is— and what she’s willing to fight for.",Mulan,"Reid, Zach",1998
2.97,Tom Hardy (Eddie Brock / Venom),Michelle Williams (Anne Weying),Riz Ahmed (Carlton Drake / Riot),Scott Haze (Security Chief Roland Treece),Reid Scott (Dr. Dan Lewis),China,Ruben Fleischer,"Science Fiction, Action",English,https://boxd.it/b8wA,https://a.ltrbxd.com/resized/sm/upload/re/nm/sa/19/venom-1200-1200-675-675-crop-000000.jpg?v=43773bc414,112,"Matt Tolmach Productions, Pascal Pictures, Marvel Entertainment, Tencent Pictures, Arad Productions, Columbia Pictures","Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.",Venom,"Reid, Zach",2018
4.14,Graham Chapman (King Arthur / Voice of God / Middle Head / Hiccoughing Guard),John Cleese (Second Swallow-Savvy Guard / The Black Knight / Peasant 3 / Sir Launcelot the Brave / Taunting French Guard / Tim the Enchanter),Eric Idle (Dead Collector / Peasant 1 / Sir Robin the Not-Quite-So-Brave-as-Sir Launcelot / First Swamp Castle Guard / Concorde / Roger the Shrubber / Brother Maynard),Terry Gilliam (Patsy / Green Knight / Old Man from Scene 24 (Bridgekeeper) / Sir Bors / Animator / Gorilla Hand),Terry Jones (Dennis's Mother / Sir Bedevere / Left Head / Prince Herbert / Voice of Cartoon Scribe),UK,"Terry Gilliam, Terry Jones","Fantasy, Comedy, Adventure",English,https://boxd.it/29GI,https://a.ltrbxd.com/resized/sm/upload/sx/qk/qr/pj/monty-python-holy-grail-1200-1200-675-675-crop-000000.jpg?v=c54aef6f32,91,"Python (Monty) Pictures Limited, Michael White Productions, National Film Trustee Company, EMI Films","King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not to enter, as ""it is a silly place"".",Monty Python and the Holy Grail,"Reid, Zach",1975
2.73,Ryan Reynolds (Turbo (voice)),Paul Giamatti (Chet (voice)),Michael Peña (Tito (voice)),Samuel L. Jackson (Whiplash (voice)),Luis Guzmán (Angelo (voice)),USA,David Soren,"Family, Animation",English,https://boxd.it/2Hzw,https://a.ltrbxd.com/resized/sm/upload/au/0e/5x/6u/turbo-1200-1200-675-675-crop-000000.jpg?v=424c9cd19b,96,DreamWorks Animation,The tale of an ordinary garden snail who dreams of winning the Indy 500.,Turbo,"Reid, Zach",2013
3.41,Bill Hader (Flint Lockwood (voice)),Anna Faris (Sam Sparks (voice)),James Caan (Tim Lockwood (voice)),"Andy Samberg (""Baby"" Brent (voice))",Bruce Campbell (Mayor Shelbourne (voice)),USA,"Phil Lord, Christopher Miller","Animation, Comedy, Family",English,https://boxd.it/1A40,https://a.ltrbxd.com/resized/sm/upload/ey/7q/5s/m8/cloudy-1200-1200-675-675-crop-000000.jpg?v=ecafabeff5,90,"Sony Pictures Animation, Columbia Pictures","Inventor Flint Lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of Chewandswallow to feed themselves. But when the falling food reaches gargantuan proportions, Flint must scramble to avert disaster. Can he regain control of the machine and put an end to the wild weather before the town is destroyed?",Cloudy with a Chance of Meatballs,"Reid, Zach",2009
2.97,Bill Hader (Flint Lockwood (voice)),Anna Faris (Sam Sparks (voice)),James Caan (Tim Lockwood (voice)),Will Forte (Chester V (voice)),Andy Samberg (Brent McHale (voice)),USA,"Kris Pearn, Cody Cameron","Comedy, Family, Animation",English,https://boxd.it/3GMw,https://a.ltrbxd.com/resized/sm/upload/xg/zl/p0/9z/cloudy-with-meatballs-2-1200-1200-675-675-crop-000000.jpg?v=ef76ba9e58,95,"Columbia Pictures, Sony Pictures Animation","After the disastrous food storm in the first film, Flint and his friends are forced to leave the town. Flint accepts the invitation from his idol Chester V to join The Live Corp Company, which has been tasked to clean the island, and where the best inventors in the world create technologies for the betterment of mankind. When Flint discovers that his machine still operates and now creates mutant food beasts like living pickles, hungry tacodiles, shrimpanzees and apple pie-thons, he and his friends must return to save the world.",Cloudy with a Chance of Meatballs 2,"Reid, Zach",2013
3.51,Jesse Eisenberg (Blu (voice)),Anne Hathaway (Jewel (voice)),Leslie Mann (Linda (voice)),Jane Lynch (Alice / Goose (voice)),will.i.am (Pedro (voice)),USA,Carlos Saldanha,"Comedy, Family, Adventure, Animation",English,https://boxd.it/NKc,https://a.ltrbxd.com/resized/alternative-backdrop/1/9/1/2/2/tmdb/bUXj5HETsJ7fW9sZlKv99k59GIz-1200-1200-675-675-crop-000000.jpg?v=72ca99bb50,96,"Blue Sky Studios, 20th Century Fox Animation","Captured by smugglers when he was just a hatchling, a macaw named Blu never learned to fly and lives a happily domesticated life in Minnesota with his human friend, Linda. Blu is thought to be the last of his kind, but when word comes that Jewel, a lone female, lives in Rio de Janeiro, Blu and Linda go to meet her. Animal smugglers kidnap Blu and Jewel, but the pair soon escape and begin a perilous adventure back to freedom -- and Linda.",Rio,"Reid, Zach",2011
3.65,Steve Carell (Gru (voice)),Jason Segel (Vector (voice)),Miranda Cosgrove (Margo (voice)),Dana Gaier (Edith (voice)),Elsie Fisher (Agnes (voice)),USA,"Pierre Coffin, Chris Renaud","Animation, Science Fiction, Comedy, Family, Crime",English,https://boxd.it/1DD8,https://a.ltrbxd.com/resized/sm/upload/r1/r0/me/zd/despicable-me-30-1200-1200-675-675-crop-000000.jpg?v=d6f414601c,95,"Illumination, Universal Pictures","Gru is a supervillain determined to prove he’s the greatest by stealing the Moon. To pull off his plan, he adopts three orphaned girls—Margo, Edith, and Agnes—intending to use them as part of his scheme. However, as Gru bonds with the girls, his cold, villainous exterior begins to melt.",Despicable Me,"Reid, Zach",2010
3.30,Steve Carell (Gru (voice)),Kristen Wiig (Lucy (voice)),Benjamin Bratt (Eduardo / El Macho (voice)),Miranda Cosgrove (Margo (voice)),Dana Gaier (Edith (voice)),USA,"Chris Renaud, Pierre Coffin","Comedy, Animation, Family",English,https://boxd.it/3gg0,https://a.ltrbxd.com/resized/sm/upload/27/0k/y5/yz/despicable-me-2-1200-1200-675-675-crop-000000.jpg?v=c07eabab9c,98,"Illumination, Universal Pictures",Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,Despicable Me 2,"Reid, Zach",2013
3.32,Tom Hanks (Hero Boy (Adult)/ Father / Conductor / Hobo / Scrooge / Santa Claus),Leslie Zemeckis (Sister Sarah / Mother),Eddie Deezen (Know-It-All),Nona Gaye (Hero Girl (voice)),Peter Scolari (Billy / Lonely Boy),USA,Robert Zemeckis,"Animation, Family, Adventure, Fantasy",English,https://boxd.it/23am,https://a.ltrbxd.com/resized/sm/upload/vw/kq/2s/y3/the-polar-express-1200-1200-675-675-crop-000000.jpg?v=a8bb4b6af2,100,"Golden Mean, Playtone, ImageMovers, Castle Rock Entertainment, Shangri-La Entertainment","When a doubting young boy takes an extraordinary train ride to the North Pole, he embarks on a journey of self-discovery that shows him that the wonder of life never fades for those who believe.",The Polar Express,"Reid, Zach",2004
3.90,Scott Weinger (Aladdin (voice)),Robin Williams (Genie / Peddler (voice)),Linda Larkin (Jasmine (voice)),Jonathan Freeman (Jafar (voice)),Gilbert Gottfried (Iago (voice)),USA,"John Musker, Ron Clements","Fantasy, Adventure, Romance, Family, Animation",English,https://boxd.it/29yE,https://a.ltrbxd.com/resized/sm/upload/8v/v0/f7/6z/aladdin-1200-1200-675-675-crop-000000.jpg?v=4749cb2e4b,91,Walt Disney Feature Animation,"In the boorish city of Agrabah, kind-hearted street urchin Aladdin and Princess Jasmine fall in love, although she can only marry a prince. He and power-hungry Grand Vizier Jafar vie for a magic lamp that can fulfill their wishes.",Aladdin,"Reid, Zach",1992
3.60,Ray Romano (Manfred 'Manny' (voice)),John Leguizamo (Sid (voice)),Denis Leary (Diego (voice)),Goran Višnjić (Soto (voice)),Jack Black (Zeke (voice)),USA,Chris Wedge,"Comedy, Adventure, Family, Animation",English,https://boxd.it/2apS,https://a.ltrbxd.com/resized/sm/upload/7l/o4/09/6a/ice-age-30-1200-1200-675-675-crop-000000.jpg?v=231e192723,82,"Blue Sky Studios, 20th Century Fox","Manny the mammoth, Sid the loquacious sloth, and Diego the sabre-toothed tiger go on a comical quest to return a human baby back to his father, across a world on the brink of an ice age.",Ice Age,"Reid, Zach",2002
3.86,Jay Baruchel (Hiccup (voice)),Cate Blanchett (Valka (voice)),Gerard Butler (Stoick (voice)),Craig Ferguson (Gobber (voice)),America Ferrera (Astrid (voice)),USA,Dean DeBlois,"Animation, Adventure, Action, Fantasy, Family",English,https://boxd.it/2TRW,https://a.ltrbxd.com/resized/sm/upload/gr/n4/vo/kp/how-to-train-your-dragon-2-1200-1200-675-675-crop-000000.jpg?v=91f8dbaaa1,102,DreamWorks Animation,"Five years after uniting the dragons and Vikings of Berk, Hiccup and Toothless soar beyond their homeland, charting the vast unknown. During one of their adventures, the pair discover a secret cave that houses hundreds of wild dragons -- and a mysterious dragon rider with a startling connection to Hiccup. And as the ruthless dragon conqueror Drago Bludvist rises to seize control of both dragons and people alike, Hiccup must step into his role as a true leader and, alongside his friends and Toothless, protect Berk from a devastating war.",How to Train Your Dragon 2,"Reid, Zach",2014
3.51,Billy Crystal (Mike (voice)),John Goodman (Sullivan (voice)),Steve Buscemi (Randy (voice)),Helen Mirren (Dean Hardscrabble (voice)),Peter Sohn (Squishy (voice)),USA,Dan Scanlon,"Animation, Fantasy, Family, Comedy",English,https://boxd.it/bQm,https://a.ltrbxd.com/resized/sm/upload/ud/rm/sk/uo/monsters-university-1200-1200-675-675-crop-000000.jpg?v=bb32a2264e,104,Pixar,A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.,Monsters University,"Reid, Zach",2013
3.81,Michael B. Jordan (Adonis Johnson),Sylvester Stallone (Rocky Balboa),Tessa Thompson (Bianca),Phylicia Rashād (Mary Anne Creed),Andre Ward (Danny 'Stuntman' Wheeler),USA,Ryan Coogler,Drama,English,https://boxd.it/a2qk,https://a.ltrbxd.com/resized/sm/upload/r2/gw/by/ht/creed-1200-1200-675-675-crop-000000.jpg?v=166bb598e5,133,"Metro-Goldwyn-Mayer, New Line Cinema, Winkler Films","The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",Creed,"Reid, Zach",2015
4.10,Sylvester Stallone (Robert 'Rocky' Balboa),Talia Shire (Adrianna 'Adrian' Pennino),Burt Young (Paulie Pennino),Carl Weathers (Apollo Creed),Burgess Meredith (Mickey Goldmill),USA,John G. Avildsen,Drama,English,https://boxd.it/28Uk,https://a.ltrbxd.com/resized/sm/upload/d0/x2/qe/9l/rocky-1200-1200-675-675-crop-000000.jpg?v=010ac1631e,120,Winkler Films,"Rocky Balboa is a Philadelphia club fighter who seems to be going nowhere. But when a stroke of fate puts him in the ring with a world heavyweight champion, Rocky knows that it's his one shot at the big time — a once-in-a-lifetime opportunity to go the distance and come out a winner!",Rocky,"Reid, Zach",1976
3.47,Margot Robbie (Harley Quinn),Idris Elba (Bloodsport),John Cena (Peacemaker),Joel Kinnaman (Colonel Rick Flag),Sylvester Stallone (King Shark (voice)),USA,James Gunn,"Action, Comedy, Adventure",English,https://boxd.it/fw6O,https://a.ltrbxd.com/resized/sm/upload/cm/l4/c8/re/the-suicide-squad-1200-1200-675-675-crop-000000.jpg?v=4c7c300153,132,"DC Films, Atlas Entertainment, The Safran Company, Warner Bros. Pictures","Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",The Suicide Squad,"Reid, Zach",2021
2.53,Tom Hardy (Eddie Brock / Venom),Woody Harrelson (Cletus Kasady / Carnage),Michelle Williams (Anne Weying),Naomie Harris (Frances Louise Barrison / Shriek),Reid Scott (Dr. Dan Lewis),USA,Andy Serkis,"Science Fiction, Action, Adventure",English,https://boxd.it/llco,https://a.ltrbxd.com/resized/sm/upload/le/x9/ur/yi/877172AA-D7A5-4094-A91F-C30D663D66AC-1200-1200-675-675-crop-000000.jpg?v=06be4f4d58,97,"Columbia Pictures, Pascal Pictures, Matt Tolmach Productions, Arad Productions","After finding a host body in investigative reporter Eddie Brock, the alien symbiote must face a new enemy, Carnage, the alter ego of serial killer Cletus Kasady.",Venom: Let There Be Carnage,"Reid, Zach",2021
